property_id,property_name,address,city,state,min_rent,max_rent,availability,primary_image_url,image_urls,special,feature_highlights,exterior_amenities,interior_amenities,pet_policy,managed_by,built_year,min_sqft,max_sqft,photo_count,has_complete_core_info,phone,email,street_address,verified_address,address_match_status,address_notes,latitude,longitude,price_1br_raw,price_1br_min,price_1br_max,price_2br_raw,price_2br_min,price_2br_max,website,actual_website,last_scraped
TOP28,Driscoll Place,"1303 Gears, Houston, TX 77067",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,300.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/907-8128,,"1303 Gears Rd, Houston, TX 77067","1303 Gears Rd, Houston, TX 77067",confirmed,,29.9451194,-95.4404374,750-795,750,795,"1,099",1099,1099,https://www.driscollplaceapts.com/,https://www.driscollplaceapts.com/,2026-05-27T23:55:52
TOP29,Landmark At Cypress Falls,"15511 Tuckerton Rd, Houston, TX 77095",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,300.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/586-8789,,"15511 Tuckerton Road , Houston , Texas 77095","15511 Tuckerton Rd, Houston, TX 77095",confirmed,,29.9160289,-95.638817,"1,119-1,169",1119,1169,"1,499-1,759",1499,1759,https://www.landmarkcypressfallsapts.com/,https://www.landmarkcypressfallsapts.com/,2026-05-28T00:14:36
TOP30,Windfield Townhomes,"5010 Grove West Blvd, Stafford, TX 77477",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,300.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/240-7700,wt@rockwellmgmt.com,"5010 Grove West Blvd Stafford, TX 77477","5010 Grove W Blvd, Stafford, TX 77477",confirmed,,29.6456379,-95.5909408,"1,135-1,280",1135,1280,45,,,https://windfield-townhomes.com,https://windfield-townhomes.com,2026-05-28T01:45:50
TOP31,Camden Highland Village,"3939 W Alabama, Houston, TX 77027",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,250.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,,,"3939 W Alabama St Houston, TX 77027","3939 W Alabama St, Houston, TX 77027",confirmed,,29.7369491,-95.4433847,"1,509-2,709",1509,2709,"2,119-3,389",2119,3389,https://www.camdenliving.com/apartments/houston-tx/camden-highland-village,https://www.camdenliving.com/apartments/houston-tx/camden-highland-village,2026-05-27T23:44:39
TOP32,The Richmond At Uptown,"5455 Richmond Ave, Houston, TX 77056",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,250.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/205-0831,,4600 East Washington Street,"5455 Richmond Ave, Houston, TX 77056",mismatch,"scraped='4600 East Washington Street' | google='5455 Richmond Ave, Houston, TX 77056'",29.7306842,-95.47286609999999,"1,076-1,575",1076,1575,"1,398-2,249",1398,2249,https://www.therichmondatuptown.com/,https://www.therichmondatuptown.com/,2026-05-28T01:33:03
TOP33,The Vic On Park Row,"18210 Park Row, Houston, TX 77084",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,250.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/642-4801,,,"18210 Park Row Blvd, Houston, TX 77084",google_only,,29.7896354,-95.69252019999999,"1,316-1,955",1316,1955,"1,585-2,434",1585,2434,https://www.vicparkrow.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp&utm_perq=gbp,https://www.vicparkrow.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp&utm_perq=gbp,2026-05-28T01:35:07
TOP34,Villas At Hermann Park,"6301 Almeda Rd, Houston, TX 77021",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,250.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/488-6252,,,"6301 Almeda Rd, Houston, TX 77021",google_only,,29.7091185,-95.382504,"1,250-1,609",1250,1609,"1,590-2,030",1590,2030,https://www.villasathermannpark.com/?switch_cls[id]=101204,https://www.villasathermannpark.com/?switch_cls[id]=101204,2026-05-28T01:42:03
TOP35,1414 Texas Downtown,"1414 Texas Ave, Houston, TX 77002",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,200.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(346) 559-3123,,1414 Texas Ave,"1414 Texas St, Houston, TX 77002",mismatch,"scraped='1414 Texas Ave' | google='1414 Texas St, Houston, TX 77002'",29.7573698,-95.3589136,803,803,803,"2,533-3,153",2533,3153,https://1414texasdowntown.com/,https://1414texasdowntown.com/,2026-05-27T23:23:37
TOP36,Carrington At Barker Cypress,"7202 Barker Cypress Rd, Cypress, TX 77433",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,200.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/859-9222,,"7202 Barker Cypress Rd Cypress , TX 77433","7202 Barker Cypress Rd, Cypress, TX 77433",confirmed,,29.882817,-95.68221779999999,"1,079-1,354",1079,1354,"1,473-1,654",1473,1654,https://www.carringtonatbarkercypressapts.com/,https://www.carringtonatbarkercypressapts.com/,2026-05-27T23:46:43
TOP37,Copper Ridge,"2216 E Harris, Pasadena, TX 77506",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,200.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/473-1738,cr@rockwellmgmt.com,"2216 East Harris Road Pasadena, TX 77506","2216 Harris Ave, Pasadena, TX 77506",close,"scraped='2216 East Harris Road Pasadena, TX 77506' | google='2216 Harris Ave, Pasadena, TX 77506'",29.69708159999999,-95.1814988,891,891,891,"1,062",1062,1062,https://www.copperridge-apartments.com/,https://www.copperridge-apartments.com/,2026-05-27T23:52:31
TOP38,Eighteen25 Downtown,"1825 San Jacinto, Houston, TX 77002",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,200.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,469/517-5377,,"1825 San Jacinto Street , Houston, TX 77002","1825 San Jacinto St, Houston, TX 77002",confirmed,,29.7493819,-95.3679308,"1,635-3,190",1635,3190,"2,354-2,734",2354,2734,https://live1825downtown.com/,https://live1825downtown.com/,2026-05-27T23:57:36
TOP39,Estates At Spring Branch,"9001 Kempwood Dr, Houston, TX 77080",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,200.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/464-8333,es@rockwellmgmt.com,"9001 Kempwood Drive Houston, TX 77080","1095 Brittmoore Rd, Houston, TX 77043",mismatch,"scraped='9001 Kempwood Drive Houston, TX 77080' | google='1095 Brittmoore Rd, Houston, TX 77043'",29.788607,-95.5719015,995,995,995,"1,020-1,190",1020,1190,https://www.estates-springbranch.com/,https://www.estates-springbranch.com/,2026-05-27T23:59:18
TOP40,Jadestone,"7520 Cook Rd, Houston, TX 77072",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,200.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/327-1718,js@rockwellmgmt.com,"7520 Cook Road Houston, TX 77072","7520 Cook Rd, Houston, TX 77072",confirmed,,29.6951442,-95.5981642,966,966,966,"1,137",1137,1137,https://www.jadestone-apartments.com/,https://www.jadestone-apartments.com/,2026-05-28T00:11:47
TOP41,Reserve At White Oak,"6240 Antoine, Houston, TX 77091",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,200.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/681-2416,rw@rockwellmgmt.com,"6240 Antoine Drive Houston, TX 77091","6240 Antoine Dr, Houston, TX 77091",confirmed,,29.8569494,-95.4722108,850-890,850,890,"1,090-1,240",1090,1240,https://reserveatwhiteoak.com,https://reserveatwhiteoak.com,2026-05-28T01:04:27
TOP42,Allora Bear Creek,"11918 Clay Rd, Houston, TX 77043",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,175.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(346) 567-8155,leasing@allorabearcreek.com,"11918 Clay Road Houston, TX 77043","11918 Clay Rd, Houston, TX 77043",confirmed,,29.83240259999999,-95.5724728,682,682,682,"1,190",1190,1190,https://allorabearcreek.com/,https://allorabearcreek.com/,2026-05-27T23:29:44
TOP43,Ventura Lofts,"2401 S Gessner Rd, Houston, TX 77063",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,175.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/400-1286,,,"2401 S Gessner Rd, Houston, TX 77063",google_only,,29.7412364,-95.53744569999999,"1,250-1,620",1250,1620,"1,450-1,925",1450,1925,https://www.venturalofts-houston.com/?utm_knock=g,https://www.venturalofts-houston.com/?utm_knock=g,2026-05-28T01:39:55
TOP44,Alexan 5151,"5151 5151 Hidalgo St, Houston, TX 77056",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,150.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(346) 598-6544,leasing@alexan5151.com,"5151 Hidalgo Street Houston, TX 77056","5151 Hidalgo St, Houston, TX 77056",confirmed,,29.73479039999999,-95.4651667,1388,1388,1388,"2,199-3,349",2199,3349,https://alexan5151.com/,https://alexan5151.com/,2026-05-27T23:29:17
TOP45,Ashford Lakes,"1200 S Dairy Ashford, Houston, TX 77077",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,150.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,,,1200 South Dairy Ashford Road,"1200 S Dairy Ashford Rd, Houston, TX 77077",confirmed,,29.7597271,-95.606702,732,732,732,0,,,https://www.ashfordlakeshouston.com/,https://www.ashfordlakeshouston.com/,2026-05-27T23:35:55
TOP46,Bluewater At Balmoral,"12400 Greens Rd, Atascocita, TX 77346",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,150.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(832) 225-3877,,15713 Saxton Mist Dr,"15713 Saxton Mist Dr, Atascocita, TX 77346",confirmed,,29.9524533,-95.20617229999999,1999,1999,1999,,,,https://www.bluewateratbalmoral.com/,https://www.bluewateratbalmoral.com/,2026-05-27T23:39:41
TOP47,Broadstone Garden Oaks,"3409 Brinkman St, Houston, TX 77018",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,150.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(832) 536-6459,,3409 Brinkman St,"3409 Brinkman St, Houston, TX 77018",confirmed,,29.8185496,-95.4169319,1399,1399,1399,"1,900-2,410",1900,2410,https://broadstonegardenoaks.com/,https://broadstonegardenoaks.com/,2026-05-27T23:43:00
TOP48,Clearwater At Balmoral,"15743 Blair Castle Dr, Atascocita, TX 77346",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,150.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/903-5876,,"15743 Blair Castle Humble , TX 77346","15743 Blair Castle Dr, Atascocita, TX 77346",confirmed,,29.9521165,-95.19805,,,,,,,https://www.clearwateratbalmoral.com/,https://www.clearwateratbalmoral.com/,2026-05-27T23:50:39
TOP49,Folio West,"2525 City West Blvd, Houston, TX 77042",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,150.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/680-2686,,"2525 Citywest Blvd Houston , TX 77042","2525 CityWest Blvd, Houston, TX 77042",confirmed,,29.7380543,-95.5602512,"1,142-1,685",1142,1685,"1,675-2,265",1675,2265,https://www.foliowesthouston.com/,https://www.foliowesthouston.com/,2026-05-28T00:02:30
TOP50,Forme,"5501 La Branch St, Houston, TX 77004",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,150.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/584-3822,,5501 La Branch Street,"5501 La Branch St, Houston, TX 77004",confirmed,,29.7237004,-95.3846227,"1,950-2,145",1950,2145,"2,873-3,354",2873,3354,https://www.formehtx.com/,https://www.formehtx.com/,2026-05-28T00:03:08
TOP51,Prose Hardy Yards,"1550 Burnett St, Houston, TX 77009",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,150.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/430-7334,,1550 Burnett St,"1550 Burnett St, Houston, TX 77009",confirmed,,29.7740211,-95.3525781,"1,217-1,394",1217,1394,"1,800-2,242",1800,2242,https://prosehardyyards.com,https://prosehardyyards.com,2026-05-28T01:02:42
TOP52,The Belmont,"3000 Bissonnet, Houston, TX 77005",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,150.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/666-0900,,,"3000 Bissonnet St, Houston, TX 77005",google_only,,29.726156,-95.4250507,"1,543-1,834",1543,1834,"2,035-2,149",2035,2149,https://www.belmontapartmenthomes.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,https://www.belmontapartmenthomes.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,2026-05-28T01:19:44
TOP53,Trails Of Timber Creek,"5315 Timber Creek Pl Dr, Houston, TX 77084",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,150.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(281) 550-9478,,30 backpacking trail,"5315 Timber Creek Pl Dr, Houston, TX 77084",mismatch,"scraped='30 backpacking trail' | google='5315 Timber Creek Pl Dr, Houston, TX 77084'",29.8546222,-95.6419727,"1,000-1,050",1000,1050,"1,325-1,375",1325,1375,,,2026-05-28T01:37:07
TOP54,Alexan Lake Olympia,"1055 Memorial Bend Blvd, Missouri City, TX 77459",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,135.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(346) 585-1050,leasing@alexanlakeolympia.com,"1055 Memorial Bend Blvd. Missouri City, TX 77459","1055 Memorial Bend Blvd, Missouri City, TX 77459",confirmed,,29.5594754,-95.5121432,763,763,763,"1,130",1130,1130,https://alexanlakeolympia.com/,https://alexanlakeolympia.com/,2026-05-27T23:29:34
TOP55,1900 Yorktown,"1900 Yorktown St, Houston, TX 77056",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,125.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(713) 627-1000,,"1900 Yorktown Houston, TX 77056","1900 Yorktown St, Houston, TX 77056",confirmed,,29.7466145,-95.4715555,504,504,504,"2,535-3,300",2535,3300,https://www.1900yorktown.com/,https://www.1900yorktown.com/,2026-05-27T23:23:56
TOP56,2900 West Dallas,"2900 W Dallas St, Houston, TX 77019",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,125.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/645-5115,,,"2900 W Dallas St, Houston, TX 77019",google_only,,29.7576991,-95.3956707,"1,625-2,476",1625,2476,"2,460-2,807",2460,2807,https://www.2900westdallas.com/,https://www.2900westdallas.com/,2026-05-27T23:26:18
TOP57,Allora New Forest,"7110 New Forest Pkwy, Houston, TX 77049",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,125.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(888) 503-5149,leasing@alloranewforest.com,"7110 New Forest Pkwy Houston, TX 77049","7110 New Forest Parkway, Houston, TX 77049",confirmed,,29.8260822,-95.176027,"1,150-1,378",1150,1378,"1,330-1,864",1330,1864,https://alloranewforest.com/,https://alloranewforest.com/,2026-05-27T23:32:02
TOP58,Broadstone Amarra,"10850 Hammerly Blvd, Houston, TX 77043",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,125.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(346) 676-8930,,"10850 Hammerly Blvd , Houston, TX 77043","10850 Hammerly Blvd, Houston, TX 77043",confirmed,,29.8143352,-95.5689477,589,589,589,1058,1058,1058,https://broadstoneamarra.com/,https://broadstoneamarra.com/,2026-05-27T23:42:28
TOP59,City Park In The Heights,"1640 E T C Jester Blvd, Houston, TX 77008",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,125.0% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(832) 251-7515,,"1640 East TC Jester Blvd , Houston, TX 77008","1640 E T C Jester Blvd, Houston, TX 77008",confirmed,,29.7991111,-95.42308399999999,"1,315-1,905",1315,1905,"1,629-2,014",1629,2014,https://cityparkheights.com/,https://cityparkheights.com/,2026-05-27T23:49:51
